views,likes,
136356,6992,
787136,12022,
150038,16871,
230127,6839,
146536,8346,
136151,8095,
243454,9210,
352758,19573,
263521,18102,
648410,77647,
112039,8533,
198600,28825,
83729,4311,
77676,6209,
85188,7134,
71127,4698,
74349,5239,
69841,4477,
241056,4446,
48758,3754,
444014,18955,
103602,5162,
99042,4547,
113051,5420,
191790,8175,
517865,20525,
110998,12539,
101946,10410,
121292,11141,
147929,13199,
79484,10116,
114712,10872,
132707,11452,
136526,12044,
146577,12802,
125706,12134,
158328,13538,
190792,17250,
273905,25531,
52767,3243,
61011,3458,
79968,4357,
108970,5747,
138310,7845,
83396,5585,
81090,5647,
60504,3683,
126685,9099,
91581,4598,
100490,3812,
113800,4933,
327243,5747,
235855,10822,
178937,20705,
216961,18900,
222877,19655,
255141,20102,
238106,20350,
277070,23667,
344625,34607,
125052,5351,
67855,4768,
565230,9469,
108254,8607,
806491,66247,
45530,4300,
69431,8783,
76653,9684,
195692,11990,
130844,7930,
938650,44563,
185524,15236,
82659,5291,
210999,4919,
86862,6503,
86750,9837,
117218,13146,
316821,24363,
413464,47361,
195338,13427,
37580,3016,
82142,7423,
578205,52144,
189354,22486,
238017,16036,
84756,7182,
99347,8426,
82087,7375,
80202,7342,
91934,7921,
79561,7622,
75756,7856,
80342,8076,
90520,8863,
139321,10455,
21766,1718,
28928,976,
23497,1406,
14030,369,
27066,1506,
6354,141,
6368,203,
28687,1089,
5826,145,
6158,318,
23484,1544,
55109,1890,
5258,147,
27566,1648,
15196,777,
25881,1569,
26561,1418,
16495,633,
9332,364,
14035,536,
29878,1223,
8208,283,
33325,2506,
6314,311,
39218,1929,
13513,390,
24696,671,
9874,426,
9927,367,
53759,2257,
8810,414,
21448,1519,
26501,2591,
24713,1434,
34621,2585,
10157,360,
38143,1278,
7527,173,
14028,326,
14270,430,
8976,303,
19667,1307,
11744,321,
222699,8046,
38933,2682,
12796,358,
15439,526,
37886,1954,
8142,231,
18349,1011,
20055,1070,
31539,2063,
27329,2110,
20805,1019,
12958,458,
11290,420,
17005,635,
22661,1241,
7759,249,
8375,305,
5537,166,
7196,294,
28788,2148,
4450,143,
11893,473,
14237,725,
23571,1184,
5957,237,
19276,830,
15663,716,
14548,816,
8200,371,
12107,579,
109531,5119,
8344,356,
82341,2717,
10143,356,
21772,808,
32566,1583,
14230,438,
25683,810,
22564,1245,
12527,411,
25947,1484,
25039,1125,
27930,2572,
611797,11313,
40706,2229,
30080,1294,
17556,787,
9514,305,
36576,1310,
4876,133,
10995,365,
66813,2079,
21612,868,
78211,3137,
15569,914,
112020,3114,
22011,705,
566031,13708,
135071,3193,
72376,2157,
117055,3543,
139482,2555,
10089,421,
185313,5644,
172900,3850,
24806,1418,
363322,10185,
23857,991,
24594,1321,
2148037,23351,
6462,199,
9544,403,
11653,517,
11499,378,
791644,14577,
16795,462,
563134,6485,
8492,262,
14529,596,
27690,1862,
32439,1548,
13405,682,
811801,14787,
8981,315,
13691,642,
335463,8342,
70724,4273,
10823277,72311,
18532,1190,
77711,3879,
9884,222,
50929,2632,
25321314,137556,
19678,784,
28847,1046,
21026,1105,
8736,324,
13894,688,
15482,602,
11441,448,
18177,720,
648948,14386,
9345,299,
22064,1678,
15133,729,
10953,391,
8436,262,
10831,335,
24816,1583,
1244124,14871,
45713,2843,
7282,241,
18725,863,
371028,9000,
17239,742,
8838,386,
7047,399,
7051,608,
8753,1123,
7453,702,
991059,12916,
17334,1726,
8383428,65056,
3659,294,
14525,1493,
5237,816,
6363,646,
13783,941,
724725,11201,
10525,952,
878093,3664,
6395,643,
304682,7533,
5452,376,
5151,615,
786907,10895,
425893,11016,
7669,772,
321875,6279,
3664,326,
18087,1326,
7574,953,
2630,243,
18570,1640,
895149,14155,
10175,970,
818435,10454,
233206,7366,
6551,413,
804468,15577,
5818,674,
1083175,12241,
1853433,15835,
7100,579,
604327,6754,
15954,704,
7490,815,
1095132,12329,
14055,1373,
6286,649,
6029,755,
1183719,21255,
4137,393,
349073,5463,
9284,968,
1028810,10170,
26262,2545,
10234,1030,
1753247,23038,
3778,563,
40218,4644,
2892090,77837,
6058,711,
15428,1538,
6295,556,
98740,7862,
3483,299,
14238,1511,
4509576,35164,
4189,397,
3821,382,
14344,1405,
20917,1858,
4522,471,
2653762,24997,
9604,846,
3536,351,
4735,495,
3577,373,
6020,732,
4910304,38307,
5798,780,
4904,511,
14913,1272,
4863,615,
7871,631,
112911,8003,
7388,691,
15198,1657,
2447100,33566,
3092,314,
5112,592,
2117,228,
5832,538,
3430,400,
25412,1575,
10060,1091,
7996,928,
5405,540,
9160,763,
8056,774,
2538327,25562,
2358,286,
61855,3762,
3957,476,
2489,242,
1940,192,
1952,215,
2320,246,
4763,369,
3516,337,
5666,728,
9893,1176,
3365,392,
3584,318,
6111,823,
2257,219,
3303,375,
4182,408,
78725,5824,
2503,260,
101553,3320,
4897,479,
1813,229,
2611,289,
5449,584,
3160,329,
3770,395,
10246,1281,
15127,1517,
9531,796,
8376,1003,
2438,298,
2802,266,
9028,566,
4913,614,
4496,605,
5866,742,
9345,1221,
4115,496,
1537897,14912,
8297,542,
6209,679,
4397,374,
2904,285,
11047,637,
2629,300,
10425,1191,
5804,744,
4108,461,
6583,802,
25315,2167,
6003,446,
7685,549,
7355,884,
6721,673,
13016,976,
12610,1283,
6633,878,
8544170,63848,
3268,291,
222273,20925,
3012,311,
23599,1789,
5852,668,
355077,6832,
81179,3568,
9826,860,
3598,390,
8785,829,
7457,731,
19948022,71286,
13237,1539,
38854,1834,
4245,473,
5325,562,
7573,1073,
6128,771,
39768,4044,
4225,472,
3017,312,
138752,10111,
6702,1056,
3790,375,
10342,1003,
11196,1396,
4587,457,
10178,1310,
16429,1420,
6699,843,
51400,4361,
29686,2892,
6779,802,
24141,2012,
5289,620,
13315,1554,
11601,1544,
1018140,22596,
94530,3237,
12716,1177,
693918,12782,
9722,1175,
987773,14780,
13145,1340,
5077,574,
19937,1796,
6112,552,
7195,690,
12790,1618,
6918,678,
60324,4452,
5942,864,
6643,786,
1748035,21800,
24129,2040,
5891,808,
9672,1540,
8029,964,
4362,476,
3989,367,
14588,2217,
2783900,43614,
6972,639,
6992,601,
54536,5950,
9652,1113,
14923,1971,
5361,563,
3978,437,
12662,967,
8122,930,
28356,3086,
5895,667,
4538,600,
8492,1174,
3357,342,
153836,13453,
14383,1866,
2917324,30059,
13894,1506,
319409,7660,
34207,3591,
6291,777,
10471,1392,
14153,1308,
6381,815,
22227,1753,
8379,966,
11420,1444,
825810,18039,
57041,5806,
8988,933,
7346,748,
5455,553,
7307,790,
11757,1175,
393139,11301,
13063,1757,
11174,1233,
25815,2267,
18228,1989,
7526,947,
61627,5812,
13527,1186,
8970,1093,
11826,1081,
8507,927,
11501,1431,
18020,1933,
14103,1778,
7968,875,
5873,777,
4570,486,
20254,2629,
11294,904,
60073,5950,
10898,1344,
4153,488,
12684,1424,
24030,1863,
6666,783,
6061,783,
14949,1745,
8495,1135,
20732,2138,
20950,3115,
3231361,43371,
6226,730,
19320,1638,
7458,686,
5733,779,
6200,702,
66207,5769,
11958,1174,
1484070,24845,
6277,846,
7358,851,
180838,16421,
60537,5504,
38121,2483,
9553,830,
214714,19198,
24402,2383,
6205,653,
6437,699,
5499,608,
21542,1390,
20863,2116,
4562,506,
16187,2227,
24778,3222,
3833,547,
3205,355,
15563,1407,
11304,1136,
7331,997,
8458,849,
216032,14297,
9619,1240,
4785,535,
4627,515,
7355,792,
12522,1474,
10435,1152,
25025,3121,
15222,2115,
10525,1314,
56174,3655,
10735,1201,
939293,16552,
6573,801,
12031,1136,
3530,347,
9889,1025,
7148,904,
27602,2814,
5637,636,
10714,1276,
8711,1070,
44573,3479,
11257,1540,
17022,2258,
4989,495,
6135,781,
6556,667,
7784,938,
25973,2249,
2977,217,
2949,323,
2403,218,
3163,192,
7279,773,
4794,194,
5929,367,
2440,189,
9461,446,
48480,1210,
26018,1729,
67619,1613,
360796,14602,
76940,4436,
70467,2119,
42579,1151,
9475,280,
11247,292,
11904,317,
10557,354,
3597,222,
2935,153,
2562,185,
1471,156,
17478,564,
3431,233,
3453,199,
13782,519,
15989,564,
1541030,6806,
350130,1248,
5720,399,
6535,234,
15131,875,
10330,775,
19127,496,
81920,5170,
52283,2264,
37248,2329,
32827,1271,
262256,10748,
61638,3240,
139388,6452,
77337,4121,
20228,915,
64401,3133,
61890,4438,
14764,909,
14225,989,
12271,555,
10755,325,
13201,581,
12996,571,
5484,185,
2399,156,
3816,229,
5743,222,
10630,363,
3309,205,
9703,677,
21019,501,
17291,1005,
2715,272,
3995,253,
103449,3572,
137838,6808,
15041,779,
89313,8150,
4945,657,
9174,643,
3836,246,
17420,771,
16149,620,
6681,377,
24049,828,
17708,1245,
12605,387,
27742,675,
29539,1926,
45963,1884,
20817,765,
31478,1808,
10431,320,
6097,283,
18214,881,
26639,987,
20084,921,
15077,618,
126404,1636,
130221,3163,
29097,1403,
92929,848,
49757,846,
37643,605,
42239,692,
53408,1052,
59236,692,
175332,4338,
250014,13872,
65055,1473,
59168,847,
65929,1589,
28798,1708,
222158,6346,
346382,17855,
12056,350,
15464,594,
10746,270,
4864,305,
5560,409,
9456,539,
8670,431,
7787,539,
15000,770,
13149,376,
58757,3593,
17064,759,
52314,858,
10213,328,
29893,619,
28785,706,
14523,484,
13218,739,
13892,502,
34204,789,
53676,2569,
22195,570,
8338,469,
6991,450,
4847,335,
8096,478,
7207,472,
4274,247,
6755,212,
5991,448,
10183,290,
4136,280,
7325,502,
10098,551,
4036,276,
17931,366,
12791,758,
25616,503,
12119,803,
1717,109,
13733,843,
18103,1261,
9258,375,
5126,300,
16181,961,
12074,474,
16452,474,
77652,4690,
59040,1350,
17109,704,
25244,667,
34859,2134,
38551,999,
109122,3647,
116959,6076,
11224,366,
5866,257,
4966,226,
9098,314,
7015,285,
3059,155,
4375,335,
3299,262,
4974,317,
4202,180,
5897,453,
3499,197,
55581,1440,
5562,264,
5437,438,
12939,606,
9671,311,
4174,336,
6024,304,
5740,275,
10209,317,
16894,601,
8163,315,
10254,516,
19057,519,
8019,282,
9590,282,
7997,334,
23966,632,
19779,602,
13460,437,
10190,408,
19411,573,
5729,413,
15959,675,
7219,563,
11734,510,
41652,776,
34980,799,
20908,1042,
71420,1729,
128379,6618,
11085,971,
15294,426,
53784,928,
38519,558,
14761,454,
9628,318,
71810,1181,
23154,1284,
2143,93,
18993,353,
6227,247,
15553,441,
8380,294,
6213,296,
4262,231,
18450,595,
23617,853,
12926,551,
13756,524,
124023,5255,
7867,340,
6893,347,
117460,1804,
365683,7857,
426229,22353,
52011,781,
40614,1673,
79686,1322,
7414,346,
16501,778,
9109,445,
17721,836,
6218,194,
15722,1060,
2381,161,
21483,488,
142760,3742,
82314,4634,
10340,486,
27008,1214,
23694,1242,
44675,2404,
1033917,415,
446897,280,
11059,533,
17017,557,
2172758,584,
865507,312,
6983,317,
3633551,16665,
823704,9599,
1256343,14394,
2964827,1717,
3101,216,
33727,857,
23297,527,
24098,753,
18754,548,
6318,376,
5297,205,
8694,738,
2401148,10492,
855123,1640,
138855,1840,
3577,257,
5212,130,
11044,332,
33027,1593,
7389,177,
14092,1163,
25901,966,
4625839,10943,
9285,477,
4151,103,
5089,255,
5854,289,
4761,274,
7837,371,
5271,194,
5224,98,
31403,676,
17018,1048,
13525,615,
9439,156,
11668,644,
10294,212,
35790,1157,
1050879,2290,
71879,2627,
59774,4887,
216485,12101,
135414,5241,
30482,449,
24135,1163,
35662,1544,
20064,416,
83316,3302,
11432,531,
76121,4310,
9485,378,
14482,681,
12563,371,
132883,3588,
165176,8301,
18872,507,
11265,618,
15686,922,
23084,607,
47554,1850,
1294882,1439,
13572,806,
12618,253,
8698,428,
9630,177,
440624,10448,
224778,2761,
184970,4464,
14080,851,
11066,276,
8774,502,
8738,290,
27883,596,
18929,1084,
20563,1198,
20364,507,
333072,7337,
1000161,32837,
4535173,15510,
5914,434,
3335,239,
3297,248,
2485,201,
2593,231,
2924,229,
3747,306,
3956,332,
30828,1592,
4345,372,
6774,525,
6626,526,
4825,399,
13632,737,
18797,1027,
694459,18780,
18424,877,
37320,1614,
12134,1646,
32276,1080,
84761,4638,
70626,1475,
7852,147,
11708,271,
3888,133,
87425,4272,
86961,1356,
78785,1640,
106960,4042,
37035,905,
58702,2316,
27952,1014,
56984,2194,
161123,4486,
107254,5805,
46192,1374,
40624,1245,
65375,2230,
57837,1609,
53551,1529,
39940,1297,
62536,2525,
57524,2040,
48424,990,
208280,5723,
215153,10020,
53730,1336,
83782,2493,
27105,828,
58943,2568,
37739,889,
4827,179,
42942,2417,
1453,83,
3556,133,
25970,604,
4875,182,
38643,1096,
3778,144,
37275,2215,
1171,77,
488724,23621,
47584,1903,
12256,322,
29500,1847,
199667,5057,
229089,10537,
400257,15765,
118090,2539,
101740,4511,
31775,1317,
17042,967,
25586,1301,
43730,1787,
21102,1200,
22139,1180,
25351,1223,
25697,1133,
431631,9009,
701205,21740,
240784,3793,
552546,15686,
67232,1743,
107021,3392,
135854,5991,
40274,1279,
141087,7170,
90911,3115,
83578,2384,
151691,7349,
151983,3959,
98935,3109,
31219,1168,
218452,9190,
196444,4116,
28538,1515,
148371,3705,
183036,8508,
212905,4927,
24363,1071,
40537,1924,
32228,1640,
22475,1229,
259880,11870,
343953,8970,
57127,2348,
50135,2214,
72195,3459,
130091,5257,
81299,3049,
109093,1690,
144733,3024,
178367,7710,
164605,6447,
8791,499,
28817,1094,
26872,1104,
52586,1346,
30606,551,
159587,3195,
140330,5508,
220682,5519,
267953,11491,
81182,3392,
294590,13925,
249965,5684,
20958,1037,
447196,12864,
238240,13536,
156223,2392,
280012,10775,
85576,2093,
51889,1662,
45870,2051,
18971,278,
3807,219,
44026,619,
6318,86,
93874,3859,
27756,1377,
71291,1695,
30998,1546,
30707,1510,
24638,1172,
13857,900,
13098,807,
20332,1195,
23268,1275,
18234,1117,
17973,1090,
31212,1704,
24338,1326,
73650,1400,
19032,968,
15915,1078,
22828,1186,
16504,1109,
22628,1185,
12378,797,
15923,1017,
24282,1407,
16965,930,
28598,1041,
23544,1277,
18367,1163,
16843,1043,
29715,1734,
19466,1206,
39560,2177,
170026,3875,
164818,5829,
360744,5961,
1001145,11700,
675711,13154,
2956713,33983,
187779,3992,
428334,8179,
188997,4052,
71445,837,
1386870,11176,
5164926,39378,
324694,5033,
473774,5711,
1730653,28065,
666666,7348,
753136,8777,
417820,5473,
518310,7014,
2284272,36017,
102067,1162,
163425,1335,
13740766,170440,
712472,13468,
1811281,12917,
1095687,18941,
1797103,20915,
887277,10431,
1002309,26016,
849738,13537,
922830,13415,
1200351,27136,
1035189,14191,
1844463,21016,
793416,12233,
1041584,13566,
3809516,34842,
1003635,12725,
1319839,17596,
1011446,22740,
5611815,42452,
1044060,13730,
1079075,10371,
4162022,43904,
1335349,20493,
1450432,15629,
15036037,118759,
4187816,64041,
2619990,41540,
2849826,34256,
2187365,23049,
618038,4613,
3505105,32585,
1367871,16538,
5422855,54203,
3718943,56646,
1006954,16616,
1855248,25076,
3162471,47197,
1738025,16692,
4465686,37620,
932751,17403,
4573309,47551,
6271868,59331,
446453,6920,
794762,12289,
8552283,102190,
2027449,37106,
2241717,19737,
903770,15423,
2343070,25075,
2473120,49046,
4815799,42203,
1104653,19829,
3530279,52336,
2230927,39544,
22259989,166914,
19992462,198118,
1023832,23911,
1043061,12187,
887663,17815,
1009596,12486,
1262870,16879,
701499,10414,
605750,8960,
5491657,57161,
2114922,36706,
2326560,34833,
6287938,68100,
1280390,19876,
13135191,149133,
797922,20386,
1142310,23114,
678607,13933,
5757842,68292,
969174,23501,
1887951,25592,
1675417,36920,
4214020,113876,
1823922,27651,
978181,24718,
1278176,17910,
1247070,18994,
14065965,157217,
9985317,98777,
1893748,26495,
2497694,39345,
3272653,27356,
655284,9572,
859319,18672,
994592,27327,
991614,30990,
1677131,48164,
6118256,130597,
1356129,49208,
1889885,66101,
881070,29093,
1454145,42804,
2813978,29015,
1418273,31265,
5317659,76388,
6409294,89756,
1659143,36792,
4097249,101726,
2093399,71857,
1840850,58995,
1871987,55429,
2199028,73877,
1987296,61128,
2197704,72750,
1681629,53141,
2280537,76709,
2051936,67530,
4297836,83150,
1629257,44761,
1596552,39948,
3914870,107775,
1972284,48022,
1761599,55096,
2872101,82480,
1957971,61532,
3580671,108182,
1664597,43194,
2500676,60428,
1487899,32380,
2047426,53533,
2737984,72691,
1833051,48225,
4154566,107086,
10544687,284488,
5954334,71553,
17867694,171866,
10077104,92205,
2121436,38187,
3394039,39378,
3130206,63489,
995845,15459,
5586094,59322,
829644,13057,
2736663,71042,
879437,23289,
1284898,36989,
858393,14864,
744390,11129,
731593,10101,
444691,8739,
565468,8186,
539350,7348,
453268,5168,
353247,4830,
611469,8571,
477129,6688,
4486864,58741,
463070,6347,
396529,5404,
1670243,20874,
1383146,19078,
351836,4404,
747818,14496,
3391817,55713,
340404,4789,
445460,10838,
1004819,10857,
508007,6104,
329906,4087,
208335,2666,
233316,3490,
292848,4176,
330063,14849,
207914,3067,
239514,3086,
352721,4341,
418486,5775,
245788,3939,
610958,8453,
866761,11539,
487093,7061,
1590643,17734,
701881,9709,
1325090,14352,
778637,11487,
1030070,12997,
2315471,35606,
9005925,85439,
1952840,27729,
278042,4866,
247096,4411,
209875,2951,
373409,8493,
557378,6388,
271531,4731,
241193,3451,
222471,3385,
336580,5014,
1332605,24901,
267748,6678,
267519,4032,
340937,3699,
209426,4724,
258955,3753,
188036,2840,
195597,3465,
178857,2423,
342383,7386,
406669,5545,
202295,2838,
225466,4461,
4259273,60670,
2457079,29120,
188078,3860,
186930,3463,
282500,8210,
196880,6406,
281624,5321,
303882,4138,
416902,13715,
534809,13999,
194438,4793,
441718,14967,
214824,5252,
268610,4800,
212471,5915,
365997,13146,
213402,5250,
535070,16334,
249888,5974,
599729,15395,
188312,3182,
624,10,
19550,83,
10049,50,
566694,677,
75999,124,
10810,34,
198334,772,
3826,10,
15000,70,
52550,164,
31976,95,
66439,365,
3281,13,
94210,387,
5798,18,
8074,48,
250936,106,
825272,2545,
297895,799,
31080,104,
5893,18,
94510,268,
1052846,2206,
13393,107,
6203,31,
48703,150,
30860,123,
612291,1642,
553460,657,
689336,1570,
33917,150,
2690,8,
32371,116,
3019,13,
98437,341,
104999,260,
70445,34,
46133,124,
4265,14,
96327,298,
18056,71,
836783,1669,
1299664,2512,
3430946,15869,
193321,918,
574347,1206,
274534,487,
2323,10,
18678,120,
69783,110,
17659,111,
3843,16,
6142,27,
198680,672,
19637,89,
2200,8,
4792,43,
3388,21,
4753,37,
722225,2099,
29575,96,
4130,26,
2125,9,
3273,26,
44527,142,
1685,8,
1453,14,
779792,1585,
31103,166,
1034,3,
102616,429,
410378,982,
2350,4,
1158,13,
449,11,
3525,26,
2144,43,
1489,5,
2001,18,
301,2,
465,4,
2081,15,
98978,53,
401,3,
5386,30,
783,5,
1277,8,
3552,19,
658,5,
6109,18,
2863,20,
5864,11,
620,5,
33562,109,
7013,39,
731,5,
2165,30,
30173,138,
8313,39,
845,10,
2858,16,
816,4,
1593,11,
218926,2786,
1276,11,
531,1,
4440,15,
1293,1,
3694,19,
1746,16,
2020,13,
624,1,
754,9,
2975,9,
2325,36,
1567,7,
998,1,
26562,166,
22205,156,
2060,41,
928,5,
442,4,
6328,42,
998,5,
1403,8,
1667,10,
911,6,
2484,17,
889,6,
9816,54,
1050,8,
41936,167,
2081,21,
1960,26,
312618,894,
4177,10,
1776,9,
1296,14,
1552,10,
968,4,
2410,14,
9553,7,
453372,1194,
4979,59,
3504,18,
776,2,
1275,11,
1351623,8634,
754,5,
68901,94,
489,5,
8390,25,
6898,26,
2733,22,
29967,130,
63901,95,
117064,565,
4772,30,
1562,7,
713,3,
2334196,9898,
13732,16,
1094048,2832,
1852,17,
229284,518,
13974,59,
1467,11,
1352,6,
19155,142,
24418,242,
1457,5,
578,5,
4500,27,
827,4,
1948,6,
354052,1054,
3826,54,
1046,4,
3522,26,
315,2,
467,3,
1987,34,
2460,14,
719,2,
5259,50,
1712,11,
13871,60,
1534,7,
2969,36,
179613,384,
930,1,
2577,10,
388,3,
126139,408,
898,2,
11176,51,
204554,722,
3592,34,
826,6,
1032,9,
702,4,
19596,132,
1124,10,
5238,54,
1003724,2193,
993,13,
87121,148,
931,11,
14358,169,
343828,692,
4840,26,
799,3,
728,2,
121856,494,
36285,318,
636279,1146,
3359,10,
4271,14,
89791,218,
231535,699,
837,6,
4524,22,
2720,15,
941034,2110,
480,2,
1103,15,
855,7,
953,5,
4730,37,
38122,273,
794,1,
89921,183,
680,2,
684456,1998,
18489,47,
5445,25,
1765,6,
1389881,2521,
2793,17,
1085,10,
4590,37,
379,2,
556,17,
1339,9,
3644,27,
273,4,
152,1,
862185,2384,
23477,112,
553,5,
805,4,
4892,30,
746,4,
300,2,
763,9,
291,1,
444,4,
1263,11,
1244,6,
1154,5,
721,3,
195,4,
325,6,
346,6,
5535,26,
266,1,
353,6,
344,2,
35763,97,
1722,19,
213,1,
840,7,
65844,134,
14350,55,
3927,30,
382,1,
883432,1491,
21285,107,
6327,43,
405303,804,
1666,15,
452,4,
170097,1178,
2092,9,
2657,20,
454,5,
1353,8,
910,4,
27121,161,
1681,21,
355877,3723,
670,4,
174633,362,
1206,8,
2105,24,
168,3,
1060,3,
3210,22,
301868,1029,
1599,10,
4074,31,
98438,1146,
1016,9,
1361,11,
480,3,
2803,16,
256,3,
162,1,
342,3,
460,5,
249,3,
314,3,
135,1,
3711,27,
1800,5,
4555,21,
2429,14,
2538,21,
19146,146,
575,5,
391,3,
2277,21,
4089,35,
2885,32,
208793,577,
2196,14,
760,5,
1957,19,
3179,33,
1421,7,
1527,12,
4278,41,
588,7,
2171,11,
4957,45,
1580,12,
620,5,
1290,13,
669,6,
1663,14,
374484,680,
3562,29,
312062,2042,
761,11,
2892,18,
4631,31,
7073,32,
2045,19,
2194,15,
2396,15,
337,4,
313,3,
4834,18,
9516481,7956,
1271,16,
1904,10,
6271,20,
403,6,
6069,29,
2855,25,
1130,6,
689,5,
2503,9,
4467,47,
2227,27,
19162,146,
1365,10,
823304,2622,
39643,88,
7438,49,
2462,19,
993,10,
881,8,
704,10,
594,9,
5300,37,
5470,23,
817,5,
3787,17,
2034,12,
950,11,
67784,193,
5756,30,
2221,17,
1814,12,
1959,6,
18221,48,
1986,21,
2629,13,
2824,16,
1444,29,
976,14,
1238,10,
721,10,
127,1,
733,9,
489,2,
832,11,
6535,42,
4128,12,
356811,1332,
1593,7,
1525518,6208,
11440,55,
1123,9,
293,4,
2179,25,
13861,47,
1188,8,
2272,18,
1523,9,
3683,14,
2721,25,
2514,13,
1948,17,
1680,6,
541,7,
1919,14,
209,1,
1290,9,
17880,58,
311,2,
19693,89,
2290,21,
37315,110,
19031,57,
3955,25,
41212,158,
3729,55,
2759,6,
8363,48,
84438,118,
175563,980,
636,7,
10921,51,
1894,14,
1608,11,
136409,370,
10180,61,
3285,22,
671,8,
2324,30,
231,4,
2022,15,
1834,17,
2235,16,
3059,14,
1564,19,
1063,18,
369,2,
12861,148,
736,6,
12080,72,
3675,47,
999,7,
1874,15,
7339,38,
389,7,
8291,29,
3438,28,
117565,257,
3253,16,
32284,108,
10190,97,
566,3,
322987,911,
228,2,
9961,75,
1643,14,
1364,14,
1425,10,
299328,559,
3981,40,
2641,33,
826,15,
143513,234,
1461025,3458,
122141,174,
587,7,
8800,34,
2675,33,
574,2,
3675,48,
3395,44,
710,5,
1677,18,
2954,32,
5806,38,
218,1,
1155,15,
604,1,
3913,50,
3087,34,
886,13,
190,5,
1994,22,
230,6,
1616,10,
3616,27,
1503,39,
2499,132,
2066,92,
6784,257,
3275,154,
2760,87,
9108,244,
2696,71,
3629,98,
8168,208,
20358,475,
5077,202,
18099,713,
8945,272,
10830,193,
11765,202,
9078,241,
21403,495,
380802,10300,
11753,296,
14651,302,
132781,7706,
20395,608,
66574,2159,
14079,229,
17181,290,
17232,423,
34511,966,
22666,429,
9941,254,
18878,534,
64684,113,
96502,1510,
3459,76,
54069,1945,
269336,15897,
14176,421,
136412,192,
80680,2441,
7818,102,
11665,190,
14568,235,
10302,389,
6991,200,
11178,276,
8251,202,
16789,608,
11015,321,
6699,179,
11331,288,
70570,3834,
28131,395,
22029,573,
28812,426,
9422,164,
19466,893,
28027,924,
11029,289,
13661,465,
17093,236,
14288,244,
9536,362,
106361,764,
23973,826,
17770,636,
14928,335,
16790,387,
6494,192,
15924,262,
9853,190,
59358,1688,
13811,372,
15804,1029,
4342,162,
74762,4925,
3739,87,
9675,222,
28082,1605,
23358,469,
180372,5633,
14962,180,
16738,448,
108867,10837,
17007,418,
1517,42,
15765,1048,
27908,1479,
54883,2631,
13697,421,
198983,7049,
16285,171,
8515,140,
12245,272,
24254,896,
36051,1144,
8599,223,
15276,326,
376725,9350,
13050,439,
26099,327,
40985,1002,
136947,2015,
35359,585,
16494,305,
120292,256,
12872,174,
54819,1023,
23579,397,
50945,1360,
14465,339,
21689,356,
26569,546,
33184,558,
292536,289,
15098,197,
22670,401,
25356,441,
21583,255,
6413,104,
303270,4431,
8953,287,
293106,20312,
46571,1181,
51302,1993,
18732,377,
18781,349,
92592,767,
51271,1573,
12436,457,
232112,7485,
79642,1146,
12071,152,
412662,433,
21098,477,
562573,4805,
166694,292,
36280,633,
24149,611,
26517,293,
25399,472,
12384,199,
43532,518,
0,123,
51098,781,
16239,398,
71281,1277,
32176,796,
48150,1167,
141203,3243,
63861,1485,
29068,482,
39016,525,
26847,789,
21988,689,
54475,2333,
49492,1158,
33270,682,
21451,176,
9878,139,
796151,19848,
21422,341,
15548,255,
32061,262,
56049,988,
46818,430,
81017,1571,
37999,494,
93102,2529,
57760,1665,
85199,2452,
162394,1790,
44941,946,
19401,236,
61536,1414,
123055,2403,
168096,217,
28863,228,
51927,477,
43500,736,
81638,295,
95495,1139,
438850,618,
651166,234,
206617,450,
6932,140,
27581,379,
18810,364,
27424,381,
13708,222,
39073,951,
19217,287,
40734,1486,
67352,972,
57694,698,
43134,546,
16036,330,
32895,377,
122841,2026,
48151,892,
52689,1122,
36941,1056,
49774,227,
25601,582,
15181,346,
28336,610,
21568,286,
45207,394,
28996,352,
8968,0,
39656,410,
13779,331,
10211,195,
148393,245,
6271,134,
288555,290,
11722,330,
17764,232,
16428,281,
18074,371,
17642,480,
10856,315,
13587,217,
13064,318,
12991,194,
14267,345,
13063,391,
758731,826,
8985,176,
370521,9142,
17812,216,
77107,769,
1387981,49502,
8889,360,
11634,288,
9971,193,
33122,769,
122167,2417,
7653,116,
9432,186,
137502,3635,
19060,578,
53188,1032,
17383,447,
17197,337,
18920,394,
299161,385,
27150,331,
52947,1040,
144569,2034,
46725,836,
107834,1597,
23298,471,
24462,274,
24271,416,
37582,237,
1127771,1093,
6555,102,
4654,88,
74683,1502,
213805,2498,
220221,2969,
25236,566,
17331,350,
967811,881,
38247,999,
32736,211,
38652,654,
9334,202,
65566,1076,
74691,1074,
119953,857,
195977,2431,
27879,646,
71256,811,
52871,597,
34642,672,
50691,1005,
25301,393,
25521,247,
1035219,838,
28675,357,
40164,715,
16725,543,
24125,247,
105348,307,
57939,680,
14496,335,
74717,968,
46817,475,
272112,3940,
77094,498,
128343,545,
163636,1548,
86293,540,
18748,443,
98527,407,
42429,386,
298728,918,
53267,652,
132915,3999,
49702,432,
154020,1710,
94201,2026,
14117,269,
209366,4520,
32937,519,
59309,719,
74335,1445,
47179,639,
40051,993,
83802,1584,
310955,3504,
66234,514,
47695,989,
38290,824,
139147,338,
33397,771,
75314,1572,
48706,293,
109423,450,
32173,538,
53975,729,
187563,4429,
112968,1178,
144331,3345,
194847,2098,
42217,324,
